customer_id,amount,cause,attempts,days_since_failure,past_rate,action_type,recovered
CUST_00446,1136.53,insufficient_funds,2,8,0.612,alt_method,0
CUST_00447,891.83,network_error,3,5,0.422,retry,0
CUST_00448,313.59,card_declined,1,12,0.353,payment_link,0
CUST_00449,440.94,network_error,2,3,0.422,alt_method,0
CUST_00450,285.04,insufficient_funds,3,6,0.416,alt_method,0
CUST_00451,632.61,network_error,2,13,0.257,alt_method,0
CUST_00452,1428.12,card_declined,1,0,0.833,payment_link,0
CUST_00453,302.3,bank_declined,3,11,0.494,retry,0
CUST_00454,995.49,bank_declined,3,3,0.512,alt_method,0
CUST_00455,435.19,network_error,3,4,0.753,retry,0
CUST_00456,352.73,bank_declined,2,7,0.571,retry,0
CUST_00457,610.56,insufficient_funds,1,11,0.479,alt_method,0
CUST_00458,290.56,bank_declined,3,1,0.241,payment_link,0
CUST_00459,427.13,card_declined,0,11,0.629,alt_method,1
CUST_00460,255.11,network_error,1,4,0.454,alt_method,0
CUST_00461,3202.8,bank_declined,0,5,0.638,alt_method,0
CUST_00462,684.17,network_error,0,4,0.643,retry,1
CUST_00463,380.02,insufficient_funds,3,14,0.548,payment_link,0
CUST_00464,789.33,network_error,3,12,0.58,alt_method,0
CUST_00465,607.98,insufficient_funds,2,8,0.809,alt_method,0
CUST_00466,557.37,insufficient_funds,2,9,0.625,retry,0
CUST_00467,1087.17,bank_declined,2,0,0.459,retry,0
CUST_00468,1219.27,insufficient_funds,1,13,0.668,alt_method,1
CUST_00469,435.11,bank_declined,2,2,0.666,retry,0
CUST_00470,419.62,insufficient_funds,0,13,0.627,payment_link,0
CUST_00471,533.77,network_error,2,1,0.366,retry,0
CUST_00472,105.47,bank_declined,3,11,0.54,payment_link,0
CUST_00473,197.92,network_error,2,12,0.661,alt_method,0
CUST_00474,1985.25,insufficient_funds,1,2,0.219,retry,0
CUST_00475,2479.9,bank_declined,1,9,0.056,payment_link,0
CUST_00476,544.99,insufficient_funds,0,8,0.267,retry,1
CUST_00477,1054.95,network_error,1,12,0.334,retry,1
CUST_00478,853.21,insufficient_funds,2,13,0.764,retry,0
CUST_00479,7809.57,card_declined,3,8,0.652,alt_method,0
CUST_00480,1628.9,bank_declined,1,9,0.327,retry,0
CUST_00481,600.44,bank_declined,0,1,0.252,payment_link,0
CUST_00482,309.69,bank_declined,2,13,0.715,payment_link,0
CUST_00483,183.98,network_error,0,2,0.457,payment_link,0
CUST_00484,782.72,insufficient_funds,1,13,0.267,payment_link,0
CUST_00485,363.19,bank_declined,1,3,0.338,payment_link,0
CUST_00486,213.19,network_error,0,8,0.589,retry,1
CUST_00487,396.53,network_error,2,2,0.483,payment_link,0
CUST_00488,279.99,network_error,1,12,0.596,retry,1
CUST_00489,2565.0,insufficient_funds,3,6,0.712,alt_method,0
CUST_00490,1346.56,card_declined,1,11,0.577,alt_method,1
CUST_00491,660.91,network_error,2,2,0.77,retry,0
CUST_00492,2173.2,insufficient_funds,1,6,0.346,payment_link,0
CUST_00493,707.61,network_error,0,6,0.381,alt_method,1
CUST_00494,333.94,card_declined,1,8,0.69,retry,0
CUST_00495,2249.58,network_error,1,1,0.472,alt_method,0
CUST_00496,1023.65,insufficient_funds,2,12,0.669,retry,0
CUST_00497,290.09,bank_declined,0,5,0.468,payment_link,0
CUST_00498,571.19,bank_declined,2,8,0.875,alt_method,0
CUST_00499,330.14,insufficient_funds,1,11,0.622,payment_link,0
CUST_00500,220.03,insufficient_funds,3,14,0.673,payment_link,0
CUST_00501,1395.41,insufficient_funds,1,11,0.656,alt_method,0
CUST_00502,3064.17,network_error,2,14,0.685,alt_method,1
CUST_00503,217.27,network_error,3,1,0.613,payment_link,0
CUST_00504,1043.54,insufficient_funds,2,1,0.661,payment_link,1
CUST_00505,395.24,network_error,2,12,0.405,payment_link,0
CUST_00506,450.47,network_error,0,13,0.448,alt_method,0
CUST_00507,414.09,bank_declined,3,4,0.347,alt_method,0
CUST_00508,333.22,card_declined,1,9,0.352,alt_method,0
CUST_00509,691.47,bank_declined,2,9,0.783,alt_method,0
CUST_00510,342.15,network_error,1,11,0.526,retry,1
CUST_00511,825.81,network_error,0,9,0.847,alt_method,1
CUST_00512,638.94,card_declined,0,7,0.544,alt_method,0
CUST_00513,549.41,network_error,3,10,0.326,alt_method,0
CUST_00514,321.81,network_error,0,14,0.459,retry,0
CUST_00515,419.3,insufficient_funds,0,8,0.491,alt_method,0
CUST_00516,1217.21,bank_declined,1,1,0.312,retry,0
CUST_00517,993.0,bank_declined,0,4,0.596,retry,0
CUST_00518,304.28,network_error,0,13,0.474,payment_link,0
CUST_00519,720.15,network_error,2,6,0.329,payment_link,0
CUST_00520,1213.31,card_declined,0,14,0.667,retry,1
CUST_00521,174.95,network_error,2,5,0.342,alt_method,0
CUST_00522,1027.3,bank_declined,0,5,0.613,retry,0
CUST_00523,391.47,bank_declined,0,6,0.466,retry,1
CUST_00524,1049.93,bank_declined,3,2,0.459,retry,0
CUST_00525,361.19,insufficient_funds,3,12,0.631,alt_method,0
CUST_00526,156.98,network_error,2,2,0.833,retry,0
CUST_00527,180.9,insufficient_funds,0,9,0.434,retry,1
CUST_00528,691.23,card_declined,1,8,0.356,payment_link,1
CUST_00529,818.75,card_declined,3,13,0.579,payment_link,0
CUST_00530,322.64,network_error,1,7,0.17,alt_method,0
CUST_00531,1108.62,network_error,3,4,0.723,alt_method,0
CUST_00532,176.05,card_declined,3,5,0.305,alt_method,0
CUST_00533,630.89,bank_declined,0,10,0.539,retry,1
CUST_00534,252.44,card_declined,3,11,0.683,payment_link,0
CUST_00535,394.86,network_error,1,9,0.871,payment_link,1
CUST_00536,690.85,insufficient_funds,3,0,0.56,retry,0
CUST_00537,334.18,bank_declined,2,9,0.64,retry,1
CUST_00538,489.0,bank_declined,0,11,0.844,payment_link,0
CUST_00539,1487.77,insufficient_funds,0,0,0.532,retry,1
CUST_00540,419.26,network_error,2,3,0.548,alt_method,1
CUST_00541,1297.97,insufficient_funds,2,1,0.324,alt_method,0
CUST_00542,269.41,network_error,2,10,0.564,retry,0
CUST_00543,1016.22,insufficient_funds,3,6,0.653,retry,0
CUST_00544,2107.49,card_declined,0,1,0.725,alt_method,0
CUST_00545,100.0,insufficient_funds,2,9,0.59,retry,0
CUST_00546,351.6,bank_declined,3,1,0.359,alt_method,0
CUST_00547,1055.38,network_error,2,4,0.6,payment_link,0
CUST_00548,565.42,bank_declined,1,3,0.443,alt_method,0
CUST_00549,895.08,card_declined,1,7,0.297,alt_method,0
CUST_00550,410.27,network_error,0,3,0.538,retry,1
CUST_00551,712.85,network_error,3,13,0.726,retry,0
CUST_00552,587.25,insufficient_funds,1,11,0.671,payment_link,0
CUST_00553,1692.95,network_error,1,5,0.668,alt_method,1
CUST_00554,815.28,bank_declined,3,4,0.215,retry,0
CUST_00555,871.38,card_declined,2,10,0.558,payment_link,0
CUST_00556,478.42,insufficient_funds,3,13,0.489,retry,0
CUST_00557,450.3,network_error,2,1,0.662,alt_method,0
CUST_00558,470.57,insufficient_funds,1,10,0.526,alt_method,0
CUST_00559,911.93,bank_declined,1,14,0.208,retry,0
CUST_00560,474.95,network_error,1,12,0.526,retry,0
CUST_00561,838.67,insufficient_funds,0,11,0.421,retry,1
CUST_00562,3499.31,bank_declined,0,13,0.584,payment_link,0
CUST_00563,1335.28,bank_declined,0,7,0.61,payment_link,0
CUST_00564,512.44,network_error,3,1,0.918,retry,0
CUST_00565,1738.84,bank_declined,1,8,0.708,alt_method,0
CUST_00566,479.88,network_error,1,14,0.595,payment_link,1
CUST_00567,130.26,network_error,3,8,0.64,alt_method,0
CUST_00568,296.94,card_declined,0,2,0.418,retry,0
CUST_00569,148.91,bank_declined,3,3,0.845,retry,0
CUST_00570,502.09,network_error,0,7,0.604,payment_link,0
CUST_00571,675.01,network_error,1,8,0.6,payment_link,0
CUST_00572,2543.13,network_error,2,2,0.923,payment_link,0
CUST_00573,863.97,network_error,0,4,0.67,alt_method,1
CUST_00574,558.2,network_error,1,10,0.603,payment_link,0
CUST_00575,1291.45,network_error,1,14,0.66,retry,0
CUST_00576,113.42,insufficient_funds,2,7,0.631,alt_method,1
CUST_00577,803.11,bank_declined,1,2,0.676,payment_link,1
CUST_00578,1232.37,bank_declined,1,6,0.275,retry,0
CUST_00579,203.8,bank_declined,0,10,0.395,retry,1
CUST_00580,1660.71,network_error,0,7,0.781,alt_method,0
CUST_00581,872.01,card_declined,2,9,0.627,alt_method,0
CUST_00582,477.12,bank_declined,2,10,0.427,retry,0
CUST_00583,1103.48,bank_declined,1,13,0.435,retry,0
CUST_00584,4091.04,bank_declined,0,2,0.552,alt_method,1
CUST_00585,769.31,card_declined,2,1,0.711,alt_method,0
CUST_00586,811.25,insufficient_funds,2,9,0.493,retry,0
CUST_00587,460.59,network_error,3,12,0.644,alt_method,0
CUST_00588,337.01,bank_declined,2,6,0.155,retry,0
CUST_00589,1292.42,bank_declined,1,11,0.637,retry,0
CUST_00590,335.34,bank_declined,0,8,0.374,retry,0
CUST_00591,704.33,insufficient_funds,2,0,0.736,retry,0
CUST_00592,453.9,network_error,3,2,0.462,retry,0
CUST_00593,975.73,insufficient_funds,0,4,0.663,alt_method,1
CUST_00594,868.64,card_declined,2,2,0.513,retry,0
CUST_00595,1525.43,insufficient_funds,3,0,0.536,retry,0
CUST_00596,442.3,insufficient_funds,2,14,0.481,retry,0
CUST_00597,535.98,network_error,0,6,0.699,alt_method,1
CUST_00598,303.99,insufficient_funds,0,6,0.822,alt_method,1
CUST_00599,466.18,card_declined,0,9,0.272,retry,0
CUST_00600,899.5,bank_declined,1,11,0.294,payment_link,0
CUST_00601,1218.76,bank_declined,2,7,0.423,retry,0
CUST_00602,318.07,insufficient_funds,1,4,0.314,payment_link,0
CUST_00603,1333.66,bank_declined,0,9,0.356,retry,0
CUST_00604,1967.48,network_error,3,11,0.383,payment_link,0
CUST_00605,925.88,bank_declined,2,4,0.548,alt_method,0
CUST_00606,2985.24,insufficient_funds,1,4,0.395,payment_link,0
CUST_00607,358.16,insufficient_funds,2,0,0.639,retry,0
CUST_00608,245.74,bank_declined,3,9,0.848,retry,1
CUST_00609,160.3,card_declined,1,4,0.477,payment_link,1
CUST_00610,2201.37,network_error,0,5,0.503,payment_link,1
CUST_00611,1122.7,bank_declined,1,14,0.674,retry,0
CUST_00612,636.21,network_error,2,12,0.787,alt_method,1
CUST_00613,832.12,insufficient_funds,2,11,0.16,payment_link,0
CUST_00614,270.32,network_error,2,0,0.563,retry,1
CUST_00615,4706.04,insufficient_funds,2,10,0.529,retry,0
CUST_00616,737.58,insufficient_funds,0,6,0.504,alt_method,0
CUST_00617,725.98,network_error,1,0,0.816,retry,0
CUST_00618,1188.7,insufficient_funds,0,10,0.435,alt_method,1
CUST_00619,977.31,card_declined,0,1,0.462,payment_link,1
CUST_00620,795.61,network_error,0,1,0.852,retry,0
CUST_00621,353.41,bank_declined,2,4,0.742,alt_method,0
CUST_00622,969.88,insufficient_funds,2,13,0.609,retry,0
CUST_00623,2997.76,bank_declined,2,9,0.694,retry,0
CUST_00624,1951.47,network_error,1,12,0.407,retry,0
CUST_00625,2379.27,network_error,3,6,0.381,alt_method,0
CUST_00626,441.88,network_error,2,0,0.259,payment_link,1
CUST_00627,301.36,network_error,1,9,0.805,retry,1
CUST_00628,601.47,network_error,2,0,0.386,retry,1
CUST_00629,695.46,bank_declined,2,0,0.66,payment_link,0
CUST_00630,1596.16,card_declined,0,5,0.506,retry,0
CUST_00631,171.75,bank_declined,0,1,0.38,retry,0
CUST_00632,2261.18,bank_declined,0,0,0.783,retry,0
CUST_00633,586.16,network_error,1,5,0.675,payment_link,1
CUST_00634,472.72,network_error,3,13,0.856,retry,0
CUST_00635,295.99,insufficient_funds,3,1,0.529,payment_link,0
CUST_00636,176.99,network_error,1,5,0.469,payment_link,0
CUST_00637,1285.03,insufficient_funds,2,9,0.753,alt_method,0
CUST_00638,705.32,insufficient_funds,1,7,0.276,alt_method,0
CUST_00639,236.99,insufficient_funds,2,1,0.643,payment_link,0
CUST_00640,236.02,insufficient_funds,1,10,0.855,alt_method,1
CUST_00641,508.45,bank_declined,1,8,0.818,alt_method,0
CUST_00642,2528.08,bank_declined,1,7,0.596,payment_link,1
CUST_00643,540.41,insufficient_funds,3,11,0.482,payment_link,1
CUST_00644,199.83,card_declined,0,9,0.641,retry,1
CUST_00645,546.43,card_declined,1,0,0.641,alt_method,0
CUST_00646,534.76,insufficient_funds,3,6,0.279,retry,0
CUST_00647,100.0,insufficient_funds,0,13,0.831,retry,0
CUST_00648,636.87,insufficient_funds,0,12,0.584,payment_link,0
CUST_00649,552.94,card_declined,1,9,0.825,alt_method,1
CUST_00650,1160.92,card_declined,2,5,0.733,payment_link,0
CUST_00651,2919.49,network_error,2,13,0.792,alt_method,1
CUST_00652,1638.03,insufficient_funds,2,5,0.621,alt_method,0
CUST_00653,536.4,insufficient_funds,1,5,0.485,payment_link,0
CUST_00654,274.45,insufficient_funds,2,5,0.501,payment_link,0
CUST_00655,5211.84,network_error,3,9,0.505,payment_link,0
CUST_00656,697.41,card_declined,3,6,0.55,alt_method,0
CUST_00657,672.6,bank_declined,3,11,0.72,alt_method,0
CUST_00658,652.43,bank_declined,3,2,0.755,alt_method,0
CUST_00659,779.36,card_declined,0,13,0.588,retry,0
CUST_00660,592.6,bank_declined,3,5,0.64,retry,0
CUST_00661,420.34,insufficient_funds,2,2,0.547,retry,0
CUST_00662,429.45,bank_declined,1,6,0.825,payment_link,0
CUST_00663,647.94,network_error,2,6,0.687,alt_method,0
CUST_00664,430.63,bank_declined,3,7,0.517,retry,0
CUST_00665,376.05,network_error,0,1,0.761,retry,0
CUST_00666,724.26,bank_declined,3,8,0.564,retry,0
CUST_00667,542.41,network_error,1,12,0.72,payment_link,0
CUST_00668,2215.41,network_error,2,4,0.38,retry,0
CUST_00669,100.0,network_error,1,8,0.575,retry,0
CUST_00670,1592.73,network_error,1,9,0.451,alt_method,0
CUST_00671,1802.39,bank_declined,1,4,0.172,retry,0
CUST_00672,126.63,bank_declined,2,6,0.14,payment_link,0
CUST_00673,505.65,insufficient_funds,3,10,0.76,payment_link,0
CUST_00674,494.15,network_error,1,8,0.858,alt_method,0
CUST_00675,215.72,network_error,2,14,0.55,retry,0
CUST_00676,357.0,network_error,0,3,0.6,alt_method,1
CUST_00677,273.57,network_error,2,1,0.451,payment_link,1
CUST_00678,2702.19,card_declined,0,8,0.768,retry,0
CUST_00679,1406.05,network_error,2,12,0.43,retry,1
CUST_00680,1839.49,insufficient_funds,3,1,0.778,retry,1
CUST_00681,1184.81,network_error,1,2,0.748,alt_method,0
CUST_00682,269.55,network_error,3,9,0.592,payment_link,1
CUST_00683,437.2,insufficient_funds,2,1,0.591,retry,0
CUST_00684,983.88,bank_declined,1,2,0.494,retry,1
CUST_00685,250.21,network_error,0,5,0.461,alt_method,0
CUST_00686,1176.62,network_error,2,2,0.308,alt_method,0
CUST_00687,548.8,insufficient_funds,1,14,0.244,payment_link,0
CUST_00688,492.82,network_error,0,9,0.795,payment_link,0
CUST_00689,1174.7,network_error,0,7,0.416,alt_method,0
CUST_00690,949.0,card_declined,3,10,0.87,alt_method,0
CUST_00691,498.31,bank_declined,2,5,0.644,payment_link,0
CUST_00692,1681.54,insufficient_funds,0,6,0.431,retry,0
CUST_00693,280.1,insufficient_funds,1,0,0.699,alt_method,0
CUST_00694,1088.71,insufficient_funds,0,2,0.252,retry,0
CUST_00695,1069.0,insufficient_funds,0,2,0.591,retry,0
CUST_00696,519.24,bank_declined,3,1,0.649,alt_method,0
CUST_00697,863.42,bank_declined,3,6,0.609,payment_link,1
CUST_00698,244.47,network_error,1,8,0.522,alt_method,0
CUST_00699,1393.01,insufficient_funds,3,3,0.646,payment_link,1
CUST_00700,573.68,insufficient_funds,0,11,0.682,alt_method,0
CUST_00701,437.83,card_declined,0,4,0.817,retry,0
CUST_00702,1539.49,bank_declined,3,2,0.452,alt_method,0
CUST_00703,378.62,insufficient_funds,0,10,0.384,retry,1
CUST_00704,215.56,network_error,0,8,0.54,retry,1
CUST_00705,191.46,bank_declined,1,13,0.516,retry,0
CUST_00706,1080.1,network_error,3,3,0.359,alt_method,0
CUST_00707,238.81,insufficient_funds,0,4,0.855,retry,1
CUST_00708,2707.65,network_error,3,0,0.621,payment_link,0
CUST_00709,125.77,bank_declined,1,10,0.537,retry,0
CUST_00710,2584.18,network_error,3,11,0.343,retry,1
CUST_00711,787.46,insufficient_funds,0,14,0.574,payment_link,1
CUST_00712,615.62,card_declined,3,12,0.459,alt_method,0
CUST_00713,430.12,network_error,0,1,0.287,retry,1
CUST_00714,915.35,insufficient_funds,0,11,0.57,payment_link,0
CUST_00715,645.41,insufficient_funds,0,12,0.599,alt_method,0
CUST_00716,1607.83,network_error,1,8,0.679,payment_link,1
CUST_00717,728.79,bank_declined,3,1,0.427,payment_link,0
CUST_00718,750.13,network_error,1,4,0.486,retry,0
CUST_00719,497.26,insufficient_funds,3,12,0.818,payment_link,1
CUST_00720,635.52,insufficient_funds,1,7,0.885,retry,0
CUST_00721,850.85,bank_declined,2,2,0.523,payment_link,1
CUST_00722,169.33,bank_declined,0,5,0.85,alt_method,0
CUST_00723,226.21,network_error,0,3,0.736,payment_link,1
CUST_00724,1205.45,network_error,1,10,0.627,retry,1
CUST_00725,762.57,bank_declined,2,6,0.185,alt_method,0
CUST_00726,574.11,insufficient_funds,0,9,0.346,payment_link,1
CUST_00727,675.02,bank_declined,3,13,0.487,alt_method,0
CUST_00728,878.37,bank_declined,1,12,0.522,payment_link,0
CUST_00729,431.9,bank_declined,0,2,0.834,retry,1
CUST_00730,356.86,insufficient_funds,0,5,0.341,payment_link,0
CUST_00731,777.96,insufficient_funds,1,14,0.779,payment_link,1
CUST_00732,304.08,bank_declined,1,11,0.511,retry,0
CUST_00733,922.05,insufficient_funds,3,14,0.692,payment_link,0
CUST_00734,170.36,network_error,3,9,0.28,payment_link,0
CUST_00735,1515.23,card_declined,0,8,0.382,payment_link,0
CUST_00736,970.76,card_declined,0,10,0.562,retry,1
CUST_00737,816.33,insufficient_funds,1,9,0.486,payment_link,0
CUST_00738,1459.94,network_error,0,0,0.647,retry,1
CUST_00739,2520.92,insufficient_funds,0,2,0.391,payment_link,0
CUST_00740,1497.42,bank_declined,1,1,0.811,retry,1
CUST_00741,152.52,card_declined,0,7,0.172,retry,0
CUST_00742,238.97,network_error,0,6,0.845,retry,1
CUST_00743,403.49,network_error,2,1,0.719,retry,0
CUST_00744,679.17,card_declined,3,5,0.421,payment_link,0
CUST_00745,1006.39,insufficient_funds,1,14,0.657,alt_method,1
CUST_00746,372.19,insufficient_funds,2,2,0.833,payment_link,0
CUST_00747,772.33,card_declined,3,7,0.673,payment_link,0
CUST_00748,363.47,network_error,3,9,0.527,alt_method,0
CUST_00749,407.8,bank_declined,3,12,0.872,alt_method,0
CUST_00750,215.87,network_error,2,2,0.748,alt_method,1
CUST_00751,317.8,insufficient_funds,2,9,0.653,retry,0
CUST_00752,225.57,bank_declined,3,13,0.499,payment_link,0
CUST_00753,304.69,insufficient_funds,0,8,0.279,alt_method,0
CUST_00754,1545.21,card_declined,0,0,0.434,alt_method,0
CUST_00755,311.21,insufficient_funds,2,4,0.353,payment_link,0
CUST_00756,5463.83,insufficient_funds,2,2,0.395,retry,1
CUST_00757,986.98,network_error,2,5,0.52,alt_method,0
CUST_00758,771.14,insufficient_funds,3,9,0.71,payment_link,0
CUST_00759,334.73,insufficient_funds,0,1,0.443,retry,0
CUST_00760,1164.73,network_error,2,8,0.477,retry,1
CUST_00761,419.68,insufficient_funds,2,5,0.626,payment_link,0
CUST_00762,733.34,insufficient_funds,1,6,0.68,retry,0
CUST_00763,5156.78,bank_declined,3,4,0.344,retry,0
CUST_00764,615.94,bank_declined,1,8,0.654,alt_method,0
CUST_00765,1668.06,bank_declined,0,0,0.749,retry,0
CUST_00766,378.97,network_error,1,4,0.759,payment_link,1
CUST_00767,646.78,network_error,1,10,0.397,alt_method,0
CUST_00768,2742.54,bank_declined,1,9,0.601,payment_link,0
CUST_00769,402.79,insufficient_funds,3,10,0.552,retry,0
CUST_00770,2835.46,network_error,0,5,0.283,payment_link,0
CUST_00771,1171.69,bank_declined,1,6,0.867,retry,0
CUST_00772,424.12,bank_declined,3,11,0.522,retry,0
CUST_00773,1103.15,insufficient_funds,0,3,0.553,payment_link,0
CUST_00774,1448.15,network_error,2,11,0.87,alt_method,1
CUST_00775,1093.84,bank_declined,1,12,0.483,alt_method,0
CUST_00776,189.39,insufficient_funds,0,0,0.623,retry,0
CUST_00777,371.78,bank_declined,1,14,0.558,payment_link,0
CUST_00778,545.65,bank_declined,2,10,0.909,retry,0
CUST_00779,626.69,bank_declined,0,7,0.788,payment_link,0
CUST_00780,1092.84,insufficient_funds,3,9,0.573,retry,0
CUST_00781,766.75,network_error,0,3,0.603,alt_method,0
CUST_00782,228.54,bank_declined,3,2,0.419,retry,0
CUST_00783,901.59,bank_declined,0,11,0.512,retry,1
CUST_00784,1084.06,bank_declined,3,6,0.651,payment_link,0
CUST_00785,1040.89,network_error,2,11,0.52,retry,1
CUST_00786,1579.12,network_error,2,1,0.44,alt_method,0
CUST_00787,1296.13,card_declined,2,7,0.461,alt_method,0
CUST_00788,960.39,bank_declined,0,13,0.799,retry,0
CUST_00789,628.83,card_declined,2,5,0.394,retry,0
CUST_00790,176.13,bank_declined,1,6,0.615,alt_method,0
CUST_00791,937.95,insufficient_funds,2,13,0.514,alt_method,0
CUST_00792,785.37,bank_declined,3,4,0.392,alt_method,1
CUST_00793,826.55,card_declined,3,8,0.575,retry,0
CUST_00794,239.51,insufficient_funds,3,4,0.256,retry,0
CUST_00795,280.1,bank_declined,0,10,0.52,retry,0
CUST_00796,1544.6,network_error,1,4,0.249,retry,0
CUST_00797,644.42,insufficient_funds,2,2,0.762,alt_method,0
CUST_00798,1147.34,bank_declined,1,10,0.845,retry,0
CUST_00799,680.38,network_error,1,0,0.417,payment_link,1
CUST_00800,681.17,network_error,3,1,0.672,retry,1
CUST_00801,1408.99,insufficient_funds,3,7,0.315,alt_method,0
CUST_00802,440.17,network_error,3,14,0.627,retry,0
CUST_00803,718.31,network_error,0,0,0.598,retry,1
CUST_00804,459.52,insufficient_funds,1,6,0.764,payment_link,0
CUST_00805,469.85,card_declined,1,13,0.345,retry,0
CUST_00806,519.39,insufficient_funds,0,13,0.675,payment_link,0
CUST_00807,794.5,network_error,0,4,0.565,payment_link,0
CUST_00808,453.5,network_error,0,2,0.492,alt_method,0
CUST_00809,1816.39,bank_declined,1,11,0.197,payment_link,1
CUST_00810,325.16,insufficient_funds,1,11,0.384,payment_link,0
CUST_00811,572.78,bank_declined,3,14,0.375,alt_method,0
CUST_00812,467.88,bank_declined,3,10,0.227,alt_method,0
CUST_00813,2116.63,bank_declined,1,6,0.72,payment_link,0
CUST_00814,778.4,network_error,3,8,0.45,payment_link,1
CUST_00815,1518.5,bank_declined,0,1,0.383,payment_link,0
CUST_00816,202.66,network_error,2,7,0.372,retry,0
CUST_00817,823.56,card_declined,3,8,0.212,alt_method,0
CUST_00818,1355.2,bank_declined,1,10,0.747,alt_method,1
CUST_00819,710.4,insufficient_funds,3,2,0.735,retry,0
CUST_00820,1559.91,network_error,3,1,0.9,retry,1
CUST_00821,439.73,network_error,3,6,0.352,retry,0
CUST_00822,2053.86,bank_declined,2,4,0.622,retry,0
CUST_00823,4184.4,network_error,0,4,0.475,retry,1
CUST_00824,497.57,insufficient_funds,1,9,0.819,payment_link,0
CUST_00825,465.73,network_error,2,4,0.512,retry,1
CUST_00826,2127.51,bank_declined,1,3,0.579,payment_link,0
CUST_00827,2353.5,bank_declined,1,12,0.502,retry,0
CUST_00828,437.78,bank_declined,1,4,0.652,retry,0
CUST_00829,475.25,bank_declined,2,12,0.726,payment_link,0
CUST_00830,530.9,network_error,0,3,0.392,alt_method,0
CUST_00831,226.88,network_error,1,14,0.263,payment_link,0
CUST_00832,318.96,bank_declined,0,12,0.87,payment_link,0
CUST_00833,297.88,insufficient_funds,0,5,0.492,payment_link,0
CUST_00834,359.88,insufficient_funds,3,3,0.639,retry,0
CUST_00835,646.94,network_error,2,1,0.804,retry,1
CUST_00836,802.21,network_error,2,8,0.378,retry,0
CUST_00837,2299.39,network_error,3,1,0.377,payment_link,0
CUST_00838,299.26,card_declined,3,8,0.591,payment_link,0
CUST_00839,1461.85,network_error,0,9,0.605,payment_link,0
CUST_00840,560.49,insufficient_funds,1,5,0.655,retry,0
CUST_00841,639.34,network_error,2,8,0.512,alt_method,0
CUST_00842,1141.22,bank_declined,1,8,0.625,retry,0
CUST_00843,270.92,insufficient_funds,1,2,0.26,retry,0
CUST_00844,903.19,card_declined,3,0,0.59,retry,0
CUST_00845,759.88,card_declined,1,0,0.735,payment_link,0
CUST_00846,986.3,insufficient_funds,0,2,0.636,retry,0
CUST_00847,838.27,card_declined,3,4,0.664,payment_link,1
CUST_00848,4742.12,card_declined,1,12,0.343,alt_method,0
CUST_00849,399.34,bank_declined,3,2,0.875,retry,0
CUST_00850,434.94,bank_declined,0,11,0.346,payment_link,0
CUST_00851,404.03,network_error,0,8,0.424,retry,1
CUST_00852,426.5,insufficient_funds,1,8,0.399,retry,0
CUST_00853,399.45,network_error,3,2,0.65,retry,0
CUST_00854,1721.95,network_error,1,2,0.335,alt_method,0
CUST_00855,2072.28,card_declined,1,11,0.471,payment_link,1
CUST_00856,421.32,insufficient_funds,3,13,0.499,alt_method,0
CUST_00857,341.76,bank_declined,1,4,0.455,retry,1
CUST_00858,969.84,bank_declined,0,1,0.603,alt_method,0
CUST_00859,427.61,card_declined,3,5,0.578,alt_method,0
CUST_00860,1103.61,card_declined,3,6,0.671,alt_method,0
CUST_00861,782.38,network_error,3,12,0.35,alt_method,0
CUST_00862,197.83,network_error,3,8,0.666,retry,0
CUST_00863,2293.89,insufficient_funds,1,14,0.657,payment_link,1
CUST_00864,2798.12,network_error,1,5,0.285,payment_link,0
CUST_00865,407.39,network_error,0,2,0.121,payment_link,0
CUST_00866,487.77,insufficient_funds,2,11,0.658,alt_method,1
CUST_00867,836.05,bank_declined,2,4,0.213,retry,0
CUST_00868,869.19,insufficient_funds,0,3,0.483,retry,1
CUST_00869,1126.46,insufficient_funds,2,14,0.158,retry,0
CUST_00870,3321.47,bank_declined,0,4,0.841,alt_method,0
CUST_00871,577.35,network_error,1,7,0.801,alt_method,1
CUST_00872,351.2,network_error,3,7,0.552,payment_link,0
CUST_00873,220.64,bank_declined,3,5,0.411,payment_link,0
CUST_00874,370.65,bank_declined,1,0,0.427,payment_link,0
CUST_00875,647.75,bank_declined,3,7,0.298,payment_link,0
CUST_00876,2795.16,network_error,3,7,0.78,retry,1
CUST_00877,439.62,bank_declined,2,1,0.6,payment_link,0
CUST_00878,795.55,bank_declined,1,3,0.847,payment_link,1
CUST_00879,656.46,insufficient_funds,2,11,0.5,payment_link,0
CUST_00880,1721.09,bank_declined,2,1,0.471,retry,0
CUST_00881,5021.81,card_declined,3,3,0.519,alt_method,0
CUST_00882,434.98,insufficient_funds,3,11,0.537,alt_method,0
CUST_00883,449.64,insufficient_funds,1,12,0.198,payment_link,0
CUST_00884,1533.53,card_declined,3,12,0.52,alt_method,0
CUST_00885,1147.7,bank_declined,3,9,0.419,payment_link,0
CUST_00886,2914.24,insufficient_funds,1,6,0.842,payment_link,1
CUST_00887,1061.19,bank_declined,3,8,0.558,retry,0
CUST_00888,498.98,insufficient_funds,2,13,0.634,alt_method,0
CUST_00889,1066.91,network_error,1,13,0.52,payment_link,0
CUST_00890,1614.79,insufficient_funds,3,7,0.406,payment_link,0
CUST_00891,1282.27,card_declined,0,14,0.623,payment_link,0
